"ItemNumber","Supplier","SupplierName","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status","InsightCategory","Priority","Recommendation","PotentialImpact","SafetyStock","StandardPack","TransportDays","Planner"
"4332760-16008W_D","329804","","2026-01","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600B32_D","329804","Vulcaflex  S.p.A","2025-12","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","43","40","5.0000000000","anikodd"
"4332760-1600B32_D","329804","Vulcaflex  S.p.A","2026-01","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","43","40","5.0000000000","anikodd"
"4332760-1600B33_D","329804","","2026-01","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600C03_D","329804","","2026-04","0","35","-35","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 35 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600C56_D","329804","","2026-04","0","36","-36","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 36 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600TI_D","329804","","2025-12","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600TI_D","329804","","2026-01","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600TI_D","329804","","2026-07","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"4332760-1600VP_D","329804","Vulcaflex  S.p.A","2025-12","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","82","40","5.0000000000","anikodd"
"4343845-N_RS","320907","COBA AUTOMOTIVE SRO","2025-12","19600","16000","3600","1.225","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","16000","1","0.0000000000","anikodd"
"4343845-N_RS","320907","COBA AUTOMOTIVE SRO","2026-02","0","8000","-8000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 8000 but MRP is unaware. Risk of surprise shortage.","16000","1","0.0000000000","anikodd"
"4344650-3G_RH","344503","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4358100","366723","Mueller Technik Koszalin Sp.","2025-12","0","32400","-32400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 32400 but MRP is unaware. Risk of surprise shortage.","10000","32400","10.0000000000","aspmar1"
"4358100","366723","Mueller Technik Koszalin Sp.","2026-01","32400","0","32400",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10000","32400","10.0000000000","aspmar1"
"4358104","366723","Mueller Technik Koszalin Sp.","2025-12","0","32400","-32400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 32400 but MRP is unaware. Risk of surprise shortage.","10000","32400","10.0000000000","aspmar1"
"4358104","366723","Mueller Technik Koszalin Sp.","2026-01","32400","0","32400",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10000","32400","10.0000000000","aspmar1"
"4360291-N_L","320907","","2026-02","0","4800","-4800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4800 but MRP is unaware. Risk of surprise shortage.","","","",""
"4360291-N_L","320907","","2026-03","0","4800","-4800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4800 but MRP is unaware. Risk of surprise shortage.","","","",""
"4379665-CHAC","2798","","2025-12","11","0","11",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10","1","0.0000000000","adrljaa"
"4393660-1800B79_V","420510","","2026-01","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","","","",""
"4393660-1800B79_V","420510","","2026-03","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","","","",""
"4393660-1800B79_V","420510","","2026-05","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","","","",""
"4395221-TS849C_I","321825","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4395460-TS849C_I","321825","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4395492-TS849C_I","321825","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4395507-TS849C_I","321825","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4395508-TS849C_I","321825","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"4397101-Z_N","317067","Eagle Ottawa Hungary Kft.","2025-12","51","550","-499","0.093","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 550 but MRP only plans 51.","500","1","0.0000000000","adordem"
"4397132-Z_N","317067","Eagle Ottawa Hungary Kft.","2025-12","194","1500","-1306","0.129","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 1500 but MRP only plans 194.","500","1","0.0000000000","adordem"
"4397149-N_N","","","2025-12","472","0","472",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","adordem"
"4397151-N_N","","","2025-12","423","0","423",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","adordem"
"4397288-N_N","","","2025-12","470","0","470",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","adordem"
"4405298-N_RH","345149","","2025-10","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","","","",""
"4405307-N_RH","322674","","2025-10","0","15000","-15000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 15000 but MRP is unaware. Risk of surprise shortage.","","","",""
"4408168-N_TR","338441","JM PARTNERS.CZ","2026-07","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","200","100","7.0000000000","abozicsu"
"4408168-N_TR","338441","JM PARTNERS.CZ","2026-08","0","800","-800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 800 but MRP is unaware. Risk of surprise shortage.","200","100","7.0000000000","abozicsu"
"4408168-N_TR","338441","JM PARTNERS.CZ","2026-09","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","200","100","7.0000000000","abozicsu"
"4408168-N_TR","338441","JM PARTNERS.CZ","2026-10","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","200","100","7.0000000000","abozicsu"
"4408168-N_TR","338441","JM PARTNERS.CZ","2026-11","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","200","100","7.0000000000","abozicsu"
"4408168-N_TS","338441","JM PARTNERS.CZ","2026-04","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4408168-N_TS","338441","JM PARTNERS.CZ","2026-05","201","0","201",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","200","1","0.0000000000","abozicsu"
"4408168-N_TS","338441","JM PARTNERS.CZ","2026-06","163","1000","-837","0.163","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 1000 but MRP only plans 163.","200","1","0.0000000000","abozicsu"
"4408168-N_TS","338441","JM PARTNERS.CZ","2026-08","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4408168-N_TS","338441","JM PARTNERS.CZ","2026-10","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","200","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-02","902","2000","-1098","0.451","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 2000 but MRP only plans 902.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-03","1760","0","1760",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-04","1506","2000","-494","0.753","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 494 units.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-05","1584","2000","-416","0.792","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 416 units.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-06","485","2000","-1515","0.242","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 2000 but MRP only plans 485.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-07","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-08","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4408168-N_WR","338441","JM PARTNERS.CZ","2026-09","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-01","1844","0","1844",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-02","4848","8000","-3152","0.606","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 3152 units.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-03","5448","8000","-2552","0.681","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 2552 units.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-04","4758","0","4758",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-05","4998","8000","-3002","0.625","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 3002 units.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-06","1590","8000","-6410","0.199","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 8000 but MRP only plans 1590.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-08","0","8000","-8000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 8000 but MRP is unaware. Risk of surprise shortage.","1400","1","0.0000000000","abozicsu"
"4411975-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-09","0","8000","-8000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 8000 but MRP is unaware. Risk of surprise shortage.","1400","1","0.0000000000","abozicsu"
"4413782","405779","Quaker Houghton Sales B.V.","2026-01","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","abozicsu"
"4413782","405779","Quaker Houghton Sales B.V.","2026-07","0","25","-25","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 25 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","abozicsu"
"4413782","405779","Quaker Houghton Sales B.V.","2026-09","0","44","-44","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 44 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","abozicsu"
"4413782","405779","Quaker Houghton Sales B.V.","2026-10","0","10","-10","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","abozicsu"
"4419736-N_M","320907","","2025-12","0","5000","-5000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 5000 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-03","0","10000","-10000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10000 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-05","0","10500","-10500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10500 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-06","0","3500","-3500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3500 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-07","0","10500","-10500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10500 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-08","0","3500","-3500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3500 but MRP is unaware. Risk of surprise shortage.","","","",""
"4419736-N_M","320907","","2026-09","0","7000","-7000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 7000 but MRP is unaware. Risk of surprise shortage.","","","",""
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-01","482","3000","-2518","0.161","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 3000 but MRP only plans 482.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-02","888","0","888",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-03","1243","0","1243",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-04","958","3000","-2042","0.319","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 3000 but MRP only plans 958.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-05","1022","0","1022",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-06","300","3000","-2700","0.1","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 3000 but MRP only plans 300.","500","1","0.0000000000","abozicsu"
"4422920-N_WR","353482","RUBA FERMUAR VE PRES DOKUM","2026-10","0","3000","-3000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3000 but MRP is unaware. Risk of surprise shortage.","500","1","0.0000000000","abozicsu"
"4439416-14007Q_I","321825","Aunde Italia spa","2025-10","0","49","-49","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 49 but MRP is unaware. Risk of surprise shortage.","100","1","0.0000000000",""
"4439416-14007Q_I","321825","Aunde Italia spa","2025-12","49","0","49",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000",""
"4439535-14007Q_I","321825","Aunde Italia spa","2025-10","0","64","-64","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 64 but MRP is unaware. Risk of surprise shortage.","100","1","0.0000000000",""
"4439535-14007Q_I","321825","Aunde Italia spa","2025-12","64","0","64",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000",""
"4447825-140020_I","321825","Aunde Italia spa","2025-10","0","66","-66","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 66 but MRP is unaware. Risk of surprise shortage.","100","1","0.0000000000",""
"4447825-140020_I","321825","Aunde Italia spa","2025-12","66","0","66",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000",""
"4451715-30","","","2026-01","378","0","378",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4451715-30","","","2026-02","378","0","378",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4451715-30","","","2026-03","546","0","546",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4451715-30","","","2026-04","462","0","462",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4451715-30","","","2026-05","462","0","462",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4451715-30","","","2026-06","126","0","126",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","anikodd"
"4452955-N_WR","340527","STAP a.s.","2025-12","76","1000","-924","0.076","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 1000 but MRP only plans 76.","60","1","0.0000000000","abozicsu"
"4452955-N_WR","340527","STAP a.s.","2026-01","102","0","102",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
"4452955-N_WR","340527","STAP a.s.","2026-02","72","0","72",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
"4452955-N_WR","340527","STAP a.s.","2026-03","100","0","100",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","60","1","0.0000000000","abozicsu"
